Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,DailyHours,TariffRate,ElectricityBill
8,3,0,3,1,2,1,5.5,6.3,2708.19
10,3,0,3,1,2,8,7.8,5.2,4412.22
9,1,2,2,3,1,3,4.9,6.9,4820.32
2,1,0,2,2,2,10,16.0,16.2,15816.92
4,1,2,3,1,0,8,4.7,15.6,9177.25
4,1,1,1,3,0,10,14.8,22.8,22692.63
6,3,0,1,3,1,1,5.5,8.7,2776.45
3,3,2,4,2,0,6,13.9,10.8,21506.47
10,1,3,1,3,2,11,11.2,24.2,65195.49
3,2,3,1,1,0,2,10.8,20.0,32752.91
0,3,1,4,1,0,7,6.3,13.8,7089.73
5,1,0,4,2,2,12,7.1,16.9,9084.17
3,0,0,3,0,1,7,13.2,5.1,3054.82
10,2,2,2,0,2,1,10.6,17.2,33669.19
9,3,0,3,0,2,10,10.5,13.3,12518.53
9,2,0,2,0,0,1,5.5,9.0,1661.29
4,1,2,1,0,0,4,6.1,12.1,8135.68
10,0,1,2,1,2,8,18.0,9.5,23817.31
8,0,1,4,1,0,8,8.9,16.3,12323.62
3,1,0,4,3,0,9,15.2,12.6,5816.09
0,2,2,2,3,2,2,10.5,6.1,8869.47
10,3,1,2,3,0,6,6.3,9.4,6097.94
8,1,1,2,0,1,7,4.9,13.1,7132.21
4,2,1,1,1,0,3,10.7,14.7,11636.97
9,1,1,1,1,2,9,13.8,22.8,45201.89
10,0,2,1,0,2,9,5.4,9.3,8752.42
6,3,1,1,2,2,2,16.6,19.2,38356.65
2,1,3,0,0,1,2,12.6,19.6,38205.22
3,0,1,0,3,1,3,4.7,14.9,5447.09
9,1,3,3,2,0,2,15.0,18.3,46373.16
8,0,3,2,2,0,9,6.7,12.8,15369.14
9,0,1,1,3,1,12,11.9,19.7,21018.61
0,3,0,1,3,1,5,14.2,13.0,9329.07
10,0,1,4,2,1,5,10.7,12.2,16850.84
4,3,0,0,2,0,10,14.7,10.9,3899.9
7,3,1,1,3,1,6,10.0,13.7,17001.52
9,0,2,2,3,1,9,9.6,13.1,22903.68
6,0,2,4,3,1,5,17.2,9.7,27050.76
3,3,3,3,2,1,5,6.8,18.8,27992.51
6,1,2,3,0,1,12,11.6,11.5,17624.4
0,1,0,0,1,0,4,13.1,9.7,810.64
5,1,0,2,1,1,1,12.6,14.8,8195.42
8,2,3,2,3,0,11,11.2,8.5,14355.54
2,0,1,3,1,1,8,14.2,13.2,17835.84
3,3,2,1,2,0,9,14.6,16.6,32614.29
7,2,1,1,0,1,8,6.5,7.1,4921.02
4,0,1,4,2,2,11,10.5,17.0,20728.72
4,3,2,4,3,1,5,4.5,7.1,5927.58
0,0,1,2,2,2,4,12.9,24.4,29084.82
5,1,0,0,3,2,7,11.2,9.7,7944.89
1,2,3,1,2,0,11,10.8,23.1,35179.47
0,3,0,1,2,2,11,7.7,12.6,6384.93
5,0,2,0,2,2,4,13.2,7.2,14525.52
4,3,2,1,3,0,10,17.9,13.0,28851.75
4,3,2,1,2,2,4,8.1,20.2,28312.19
8,3,2,0,0,2,8,11.7,23.8,54898.93
9,1,1,0,0,2,12,6.6,9.7,7558.54
9,3,1,4,1,1,7,5.8,19.0,14802.28
2,2,3,4,1,2,10,10.9,9.0,18913.0
0,2,2,0,2,0,2,5.3,14.8,7775.52
7,0,2,0,3,1,2,10.0,7.8,10700.36
4,0,1,2,0,2,6,8.6,14.6,15314.73
10,3,1,3,0,1,12,5.9,6.2,4080.16
4,1,0,3,3,1,3,8.1,15.4,6065.88
7,2,3,0,0,0,11,14.5,11.0,25486.35
7,3,1,4,1,1,9,17.0,8.8,19288.07
10,2,3,1,0,1,12,17.7,8.4,26567.0
1,0,2,2,1,0,5,11.6,19.1,25840.63
2,1,2,4,3,2,11,12.9,15.5,32320.31
9,2,0,2,3,0,5,15.1,11.7,7796.63
9,0,0,4,3,2,2,13.6,22.8,25254.16
0,2,0,1,2,1,2,17.5,19.4,11584.29
2,3,1,0,3,2,3,9.3,7.6,7313.89
3,2,3,3,0,1,7,16.5,10.6,36822.51
10,2,1,0,1,0,9,4.2,16.5,6534.09
6,3,2,4,3,0,9,11.6,16.1,29791.62
8,1,2,4,0,2,11,7.1,24.5,28846.49
4,1,0,2,0,1,2,8.8,5.1,2049.93
0,3,0,1,3,0,10,5.7,7.0,929.01
1,1,3,3,3,0,8,13.6,24.6,60813.14
9,1,1,2,0,0,2,7.2,12.0,7016.17
1,3,2,1,0,2,5,13.3,14.0,33927.35
8,2,2,1,0,1,5,14.4,11.1,25817.89
9,1,0,0,0,0,5,14.9,15.8,6981.15
6,0,1,0,2,0,5,5.0,7.0,2527.26
1,0,2,1,3,2,8,15.6,11.9,30480.77
0,3,2,3,2,2,2,6.1,22.7,23222.12
4,0,1,3,3,1,9,15.5,19.6,31959.72
0,0,0,4,3,1,4,15.4,16.7,10478.44
8,3,3,4,1,1,9,13.2,23.8,75044.61
2,0,0,2,1,0,9,7.1,11.6,1193.89
1,0,1,1,0,2,9,11.1,19.3,21396.71
5,2,1,3,3,1,5,15.8,17.4,32646.65
2,3,1,4,0,0,8,12.0,12.4,12770.21
4,1,2,4,3,0,11,7.1,13.4,11756.19
9,3,1,4,1,0,2,6.1,7.6,4136.05
7,0,3,4,3,1,9,12.9,20.3,58654.98
9,0,0,3,1,0,4,14.2,12.5,6018.95
1,1,2,1,0,0,10,12.8,12.3,17101.75
4,1,1,2,0,2,10,8.1,24.7,22026.17
10,2,1,2,1,2,12,13.1,11.2,21061.15
7,0,1,4,3,0,3,12.5,18.7,19585.52
0,0,3,2,0,1,11,5.4,19.3,16040.8
9,0,3,4,2,0,1,12.0,23.9,49521.7
9,2,0,3,2,2,7,14.2,10.0,14975.71
10,3,0,1,0,2,12,4.5,12.5,4764.43
3,1,3,0,0,2,8,7.6,11.1,18017.07
4,2,3,3,2,0,2,5.5,11.8,10074.44
9,2,3,2,2,2,8,6.4,9.4,15405.31
10,0,0,0,0,2,4,14.4,5.0,5103.72
2,1,2,2,2,1,4,14.4,15.4,29486.75
1,3,0,3,2,0,12,9.0,21.9,5779.0
2,0,1,2,2,2,7,8.4,7.3,6799.06
10,2,0,2,2,2,5,13.1,13.8,16598.6
4,2,3,1,0,0,1,7.0,11.5,12551.11
6,1,2,2,3,2,6,12.4,24.8,63373.71
1,1,0,3,3,2,11,17.5,10.0,10842.67
6,1,2,2,0,2,3,5.1,17.3,14390.45
5,0,1,1,0,1,9,15.8,7.7,11600.91
6,2,2,1,2,0,6,7.4,6.7,6680.2
6,1,0,2,2,2,10,16.5,6.5,8107.32
8,3,1,3,2,0,9,4.5,18.4,8332.88
6,1,0,1,1,2,7,8.8,10.1,7243.32
5,1,3,1,1,0,1,14.3,24.3,54443.66
9,0,0,1,0,1,5,15.2,16.8,12777.39
7,0,3,2,3,1,2,7.1,15.6,20532.2
6,0,1,1,2,1,2,10.0,7.0,6194.66
5,0,1,2,1,2,3,12.9,9.4,12892.77
3,1,0,2,3,1,9,4.5,16.9,4164.18
6,2,1,2,1,1,7,4.5,5.4,2947.9
7,3,0,2,0,1,3,11.2,11.9,7737.82
7,3,2,3,2,1,7,8.3,24.1,31357.14
3,2,2,4,1,0,10,4.4,16.3,8311.64
9,3,0,3,0,2,12,8.5,5.5,4405.08
8,1,2,2,3,1,6,6.3,16.3,15604.49
2,2,3,0,3,2,5,8.0,20.9,37481.51
8,0,3,2,2,0,11,17.7,9.5,26906.46
2,0,0,0,3,2,2,14.1,8.2,6407.33
6,0,1,0,0,0,12,16.3,12.1,11949.82
3,1,2,2,1,0,5,12.9,12.2,20728.88
4,0,3,4,2,1,7,11.2,5.2,12154.28
2,0,1,2,1,2,6,11.3,8.9,12601.34
1,0,3,2,0,2,7,16.2,17.9,56296.1
7,3,3,2,3,1,2,8.3,20.4,33054.7
6,2,0,0,1,2,4,13.4,16.6,15353.35
6,3,0,4,3,2,4,5.8,19.1,10167.51
7,1,2,4,1,0,6,12.4,17.3,30314.3
0,1,3,1,3,2,9,12.4,5.7,14829.08
7,1,3,2,2,1,12,12.2,6.9,16208.22
9,3,1,2,1,2,6,15.5,13.0,33099.87
4,2,0,2,2,1,5,15.2,18.3,16215.9
7,0,0,3,0,2,1,9.7,13.4,9005.35
8,1,3,2,3,1,11,6.0,19.5,21291.42
1,1,1,4,0,0,5,8.1,18.3,12199.18
2,3,1,0,3,0,7,5.4,19.6,8186.93
5,0,0,2,2,2,1,5.2,9.9,3312.48
8,0,1,2,3,0,1,8.3,24.0,13806.72
9,3,3,2,2,1,11,7.2,11.0,15225.77
9,3,2,1,0,1,8,8.8,20.3,30055.14
7,3,1,1,0,2,6,12.2,14.0,22383.95
5,2,2,3,2,2,10,11.8,17.0,32408.89
4,1,3,0,3,1,8,16.1,10.8,37646.13
2,1,1,2,2,2,11,6.8,15.9,11530.94
3,1,3,0,3,0,2,8.3,12.3,15832.67
6,2,0,2,3,2,3,12.8,21.9,22140.89
6,3,0,0,3,1,2,15.7,11.3,9464.52
2,1,1,0,1,0,10,14.0,18.5,13210.89
3,1,1,1,0,2,4,10.8,21.0,23972.7
2,1,3,1,2,0,4,6.0,15.0,12555.9
1,2,0,2,1,0,9,17.5,15.9,5823.96
5,3,1,0,2,0,3,5.4,6.3,2403.33
6,1,0,0,0,1,12,4.1,20.7,3432.53
3,1,0,4,3,1,12,7.1,6.4,2365.93
4,2,0,0,0,0,11,14.7,13.5,3649.24
7,3,2,4,1,0,10,5.3,18.6,13472.94
8,3,3,0,2,0,12,7.9,13.7,17410.39
6,1,2,3,0,2,9,5.4,19.6,18629.16
9,0,2,2,1,2,4,17.2,22.2,65175.53
0,2,0,1,0,1,5,12.3,20.1,10007.93
10,0,0,3,1,1,9,17.0,10.0,9994.28
2,0,1,4,1,2,2,11.1,21.2,24144.44
10,1,2,0,0,2,10,11.0,19.6,38875.56
4,1,0,2,2,1,5,6.5,19.7,6248.17
2,1,1,0,0,2,7,6.9,10.7,8101.71
0,2,3,2,3,0,10,14.6,22.6,53035.1
1,2,1,1,0,0,12,16.8,5.7,5482.63
7,2,2,1,2,2,2,6.1,17.3,17300.37
6,0,2,2,1,1,2,12.7,12.0,22848.51
9,2,2,0,1,2,8,14.9,23.8,68264.15
2,3,0,4,3,2,8,7.3,5.9,3853.66
3,2,0,3,1,0,10,15.1,8.1,3290.35
2,1,3,4,2,2,1,14.8,14.8,47352.64
3,0,2,1,3,2,8,4.8,22.3,18822.1
7,2,1,1,2,0,5,11.7,16.1,16199.72
8,1,0,0,0,0,2,5.4,5.3,670.62
6,1,0,3,0,0,1,15.7,12.5,5220.76
8,3,2,2,3,2,9,13.7,10.6,30991.96
8,3,0,1,0,0,7,4.3,25.0,3778.68
6,2,2,0,1,1,3,17.4,23.2,51234.11
6,0,3,4,3,0,10,4.7,12.7,10089.12
7,0,0,2,1,2,12,7.4,7.3,3466.82
9,2,1,3,0,1,4,12.9,16.6,22402.97
2,2,0,1,3,0,12,10.3,17.1,3743.74
7,2,3,3,1,2,8,15.1,11.3,40106.21
0,0,2,2,2,1,7,17.3,6.4,16587.38
5,3,1,1,0,0,3,4.4,18.3,6377.75
1,0,3,2,3,2,4,12.9,20.0,53636.31
6,1,1,1,1,1,4,9.1,14.5,12425.36
2,3,2,2,1,0,10,9.7,7.6,8973.42
10,1,3,0,1,2,12,12.9,16.1,43620.03
9,0,1,0,3,1,8,13.6,17.0,23167.29
4,1,0,4,1,0,7,9.3,15.3,4171.08
9,0,1,2,0,2,3,12.2,11.3,14646.78
1,3,3,4,2,1,1,4.8,13.4,11393.02
0,3,1,0,1,2,3,14.1,9.0,13880.57
4,3,1,1,0,1,1,13.8,23.1,29053.44
8,1,0,2,2,1,8,8.5,19.6,11185.2
8,2,3,1,1,1,10,4.9,6.4,5855.77
6,3,3,1,2,2,9,8.1,19.9,40531.13
8,0,1,4,3,0,6,13.8,23.5,29637.17
3,1,0,4,2,1,6,4.5,24.7,6072.86
2,3,1,0,3,1,6,16.6,15.6,26410.13
10,2,2,1,0,2,5,9.2,14.2,25060.53
3,3,3,3,0,0,4,12.6,24.6,49472.95
6,1,3,1,1,0,10,8.4,15.6,20802.98
7,1,0,0,1,0,6,13.0,10.1,2970.9
1,2,3,3,1,2,8,9.7,17.1,38230.62
4,2,0,1,3,0,2,4.8,22.1,2750.87
4,0,3,2,2,2,8,15.0,10.1,32932.65
8,3,0,1,0,2,12,7.0,16.1,9184.94
2,1,1,4,1,2,4,12.2,14.8,19276.91
5,2,0,2,1,1,2,5.4,14.4,4087.95
9,1,2,4,1,2,11,10.3,24.4,41348.38
4,2,2,1,2,2,10,10.4,10.1,16596.87
1,0,1,3,1,2,6,4.7,6.0,3390.49
1,3,0,4,2,2,11,8.4,13.0,8458.44
3,2,1,4,1,1,1,5.8,10.1,5605.97
3,1,2,3,3,2,9,7.0,9.2,12102.05
6,1,3,3,0,1,7,15.5,22.9,72029.88
0,0,1,3,1,2,10,15.2,13.0,19744.82
10,0,2,3,3,0,10,10.3,5.9,7628.14
5,2,2,4,2,2,3,11.4,6.0,12331.09
10,3,1,0,3,1,9,10.6,14.5,18345.06
8,2,2,1,3,0,6,11.6,20.8,34610.8
1,1,2,2,3,1,11,10.8,23.2,34130.27
4,2,2,3,1,2,3,9.7,15.1,24459.9
9,0,0,1,2,1,10,12.2,17.2,10093.27
10,2,2,1,2,0,11,10.2,21.5,28233.02
9,0,1,0,1,2,8,17.8,21.9,50364.47
3,1,3,0,2,0,10,7.3,19.5,22032.69
3,3,0,4,2,1,6,6.0,24.0,9148.92
7,2,3,1,2,1,6,17.1,12.5,45104.06
5,0,0,4,1,1,11,16.4,21.9,16555.79
6,2,1,4,1,2,8,15.7,18.1,41582.91
10,0,3,1,3,0,9,9.3,9.4,15757.08
8,0,2,0,3,1,12,16.0,24.0,50688.64
2,0,1,4,3,1,4,14.0,9.3,12025.02
10,2,1,3,3,0,5,17.5,11.1,20447.97
1,0,3,0,0,2,7,17.7,22.4,89868.62
2,2,2,2,1,2,3,10.3,22.7,36429.79
7,0,3,4,3,2,5,11.3,24.9,65280.98
8,3,2,1,1,0,12,15.9,11.8,24220.28
9,0,0,3,1,0,4,13.2,22.4,8592.18
4,2,3,4,2,1,4,15.5,15.6,45957.62
7,2,0,0,0,2,4,8.9,10.4,6135.32
10,2,2,0,3,2,9,4.3,17.5,14045.24
6,1,2,1,3,2,6,6.9,21.9,27976.99
8,3,1,1,3,2,7,4.5,13.7,9800.12
3,3,2,3,1,2,3,8.8,10.4,14646.73
9,3,3,2,3,0,9,14.5,20.7,59402.5
2,1,3,2,3,0,8,15.3,11.3,31087.57
8,1,2,0,0,0,10,10.1,19.5,24569.83
7,3,2,0,0,2,2,15.2,14.0,36084.6
6,0,3,0,2,2,11,16.5,13.5,43888.27
0,0,3,0,1,0,6,4.2,10.4,6614.67
1,3,2,3,3,1,12,10.0,11.3,15471.07
8,0,2,3,0,0,2,12.7,13.4,19736.45
4,2,3,1,1,0,8,16.8,24.8,75133.84
0,1,1,4,3,0,10,5.5,19.9,7384.85
8,3,2,0,1,2,6,13.7,21.1,60928.55
0,0,1,4,1,1,12,5.6,16.6,7796.74
7,3,3,2,3,0,5,7.2,17.8,26887.28
4,3,1,1,3,0,4,14.8,18.5,18609.55
10,2,0,3,2,1,1,14.9,13.9,12749.92
5,1,1,1,0,0,12,14.8,19.9,17148.82
0,1,0,1,1,0,6,7.9,19.1,1545.2
1,3,2,1,0,2,5,12.1,12.2,28173.19
6,2,0,2,0,0,6,5.2,6.4,1088.9
1,0,3,3,2,2,6,4.8,7.8,7867.0
4,1,2,2,3,2,5,11.8,10.5,21723.14
10,3,2,4,2,0,11,11.4,15.2,23966.06
8,0,0,1,2,1,3,8.2,7.6,2730.99
4,3,3,4,1,0,10,10.3,14.7,24947.25
2,0,3,4,3,0,9,8.2,22.5,31992.92
10,0,3,2,2,1,7,15.7,13.7,45470.4
5,0,3,4,1,1,10,12.1,13.9,30664.41
6,0,1,0,0,1,6,7.6,16.9,12066.23
9,0,3,3,3,1,8,5.7,22.3,26765.98
10,0,3,1,1,1,3,9.2,11.7,19484.53
9,2,2,0,2,1,2,10.4,22.6,32441.78
10,0,0,4,1,0,11,17.0,23.4,15156.3
7,0,1,3,0,2,3,13.6,11.8,18139.5
2,1,1,0,2,0,10,15.0,11.3,9154.86
10,1,2,2,3,0,1,12.5,21.7,32993.21
3,0,1,4,3,0,5,4.8,7.9,3056.9
9,3,1,0,1,2,11,11.9,17.7,26806.12
3,1,2,1,3,1,6,16.7,9.4,22228.56
1,2,3,4,1,0,4,11.5,16.5,30279.39
6,2,1,3,2,1,11,5.8,17.9,10223.22
3,2,0,3,1,1,8,5.7,18.6,5652.98
3,1,3,0,1,2,9,10.8,21.9,48069.02
7,2,3,4,3,2,12,5.7,12.3,16265.67
5,2,3,3,0,1,4,6.1,9.2,10437.1
5,3,1,3,0,1,8,4.3,6.4,3117.2
10,3,0,2,2,1,4,10.0,23.5,16077.37
8,1,1,2,2,0,1,5.4,19.2,8136.66
3,0,2,4,3,2,6,17.0,11.4,33715.57
8,3,1,3,3,2,12,14.0,7.8,13497.38
0,0,0,1,3,1,5,16.8,16.8,9952.06
10,3,1,3,1,2,1,13.7,7.9,14548.35
8,3,2,1,0,1,5,9.1,9.3,13533.75
0,3,3,3,3,2,7,8.3,19.4,41917.48
6,3,1,0,0,0,12,10.7,6.2,4705.48
5,0,3,0,3,0,7,5.7,12.1,11388.49
6,1,1,4,0,0,12,7.5,15.1,8698.79
8,0,0,3,3,1,8,6.7,8.5,3758.4
9,2,3,4,0,2,9,6.4,11.6,19637.77
3,0,1,2,1,2,3,15.8,20.4,33828.85
8,2,0,4,2,2,3,12.4,15.4,17818.12
2,0,2,3,2,0,10,10.1,20.9,23388.54
9,0,3,3,3,0,4,5.1,17.4,17184.8
10,3,3,4,3,2,5,5.6,6.0,8982.54
10,0,1,2,1,0,1,9.0,6.8,4833.44
8,3,3,0,0,2,6,6.0,7.6,11004.81
0,1,2,1,2,2,1,16.6,20.8,50881.59
4,0,3,0,3,0,12,16.6,8.8,21347.21
9,3,3,3,3,0,4,6.6,19.6,22764.2
4,2,2,1,0,1,1,12.9,7.0,12468.72
0,3,0,2,3,0,2,10.6,23.8,5938.14
0,2,3,3,3,1,2,14.6,20.9,54805.24
2,0,1,0,1,1,8,8.9,18.2,13891.42
8,1,0,1,0,0,6,10.2,21.7,6665.91
6,0,3,1,1,2,6,8.8,17.5,35363.06
5,0,0,2,1,0,11,4.1,11.4,868.42
8,3,3,0,1,1,10,17.3,5.8,18080.47
3,2,0,1,1,0,3,12.1,15.2,4021.85
3,1,1,1,1,1,8,15.8,6.7,10192.66
2,2,0,2,3,0,11,7.9,20.8,3905.02
4,1,2,3,3,2,7,7.8,8.3,12054.44
4,0,3,3,3,2,12,9.1,9.3,17325.18
9,3,3,2,2,1,5,17.3,13.7,49110.36
6,2,1,4,1,2,10,14.9,11.6,22148.96
6,0,2,3,0,2,5,9.2,8.5,14159.94
5,0,0,1,1,1,6,7.9,8.9,2856.58
3,3,0,4,2,1,12,7.3,20.0,8796.02
6,2,2,3,0,0,1,5.7,21.1,14023.95
1,0,2,2,2,2,7,8.9,11.5,16520.26
8,3,0,0,0,0,12,14.3,14.2,6681.69
6,1,1,4,2,0,1,9.2,9.3,6805.66
1,0,1,3,2,2,2,10.4,18.8,21398.93
9,1,0,3,2,1,12,10.4,5.2,3455.61
1,0,0,4,1,1,6,6.4,18.5,5308.69
5,3,2,2,2,1,1,9.5,5.3,7407.8
10,1,3,2,0,2,1,10.8,21.1,48075.33
6,3,3,1,0,2,5,5.7,20.6,26866.09
8,2,2,2,3,0,9,4.3,12.9,7158.01
3,0,0,0,3,2,4,5.1,20.8,6018.68
7,2,3,0,0,2,12,5.4,11.0,12719.5
9,2,0,3,3,1,12,5.6,15.4,5701.51
1,1,0,3,1,1,7,5.8,19.3,4873.02
5,0,3,2,1,0,9,5.1,19.6,16435.42
3,2,2,2,3,0,12,9.9,20.3,25838.63
7,0,0,3,3,1,3,8.1,16.0,6357.44
8,3,0,3,1,0,11,10.2,14.3,6304.85
1,1,3,1,0,2,7,7.6,11.5,20412.72
6,2,2,3,0,0,1,11.8,12.4,17842.68
6,3,3,4,1,2,11,5.0,9.6,9838.69
7,3,2,3,0,0,11,10.5,21.1,27894.94
4,1,1,3,0,2,12,17.2,14.6,28757.73
10,3,2,2,3,2,7,13.9,18.4,55324.91
2,3,1,3,3,0,2,9.1,8.7,5749.85
0,2,1,2,0,2,10,7.7,19.0,15885.1
3,3,0,4,3,1,3,8.4,24.9,11564.08
2,1,0,4,1,0,2,5.0,5.3,603.62
1,3,3,0,2,1,8,12.3,6.4,15725.33
5,0,3,0,2,1,4,16.0,17.5,51934.36
6,3,2,1,2,0,3,9.9,12.4,15285.49
9,3,0,2,1,0,12,16.8,20.6,14926.36
6,3,3,0,2,1,8,5.6,21.2,26274.95
7,3,2,4,0,2,8,11.8,16.1,36907.25
1,2,0,4,2,2,2,17.5,14.1,17028.74
10,2,1,2,3,2,1,15.8,13.8,30920.72
9,0,1,0,3,0,5,17.9,10.0,13550.47
5,2,0,4,1,2,12,16.0,15.6,19128.82
5,1,2,3,0,2,4,12.8,17.6,36405.63
9,2,1,2,2,0,4,16.8,20.1,28015.98
0,2,0,1,0,2,2,4.1,13.1,3189.07
1,2,2,4,0,2,9,17.9,23.3,69073.66
8,1,0,2,2,0,2,6.7,9.9,2172.83
7,0,3,2,1,2,11,13.1,19.2,53180.66
3,3,3,3,1,2,6,9.7,10.8,26818.17
5,1,2,4,3,0,9,17.8,5.9,15328.36
1,1,2,1,1,1,7,8.2,24.6,27905.9
4,2,1,1,0,1,6,17.1,16.1,25783.88
1,2,0,2,0,1,8,12.9,11.3,5819.71
4,0,1,0,1,2,12,16.8,5.7,9614.14
6,2,1,4,3,2,11,10.9,10.9,14326.91
6,1,3,1,1,0,11,12.9,21.4,40204.96
8,2,1,1,0,0,6,12.3,10.7,11810.45
2,2,2,4,1,2,4,10.4,15.8,28137.82
3,0,1,0,0,2,2,14.3,16.2,22330.76
8,1,3,3,1,2,6,11.4,18.5,52209.64
7,1,1,3,0,2,8,5.0,10.4,6872.68
6,3,0,4,0,2,7,11.3,7.2,8272.42
7,3,1,1,1,0,9,17.8,5.5,8953.18
8,0,0,0,0,2,6,11.7,20.2,17155.36
3,1,1,1,3,0,3,16.4,11.4,11930.57
4,1,2,2,1,1,12,4.9,11.1,7647.29
8,2,2,4,0,2,6,10.6,23.7,49566.41
6,0,0,4,2,1,7,6.6,15.2,5907.93
3,0,0,1,2,0,5,6.9,16.6,1674.49
5,3,3,2,0,2,7,14.8,21.5,76211.6
10,3,1,0,0,1,4,9.2,11.4,10538.36
0,2,3,0,1,0,6,9.7,7.5,12760.92
0,3,3,3,1,0,9,14.0,19.8,48094.96
8,0,2,4,3,0,2,7.3,19.7,17130.9
7,0,3,2,0,2,12,7.0,16.8,22746.7
0,3,2,3,3,2,10,4.0,9.3,6137.92
10,2,3,2,1,0,1,16.2,15.8,41618.06
1,2,0,4,1,0,10,9.0,15.6,3363.45
3,3,3,2,2,1,8,12.8,10.2,26673.4
0,1,1,3,3,1,5,14.5,13.0,18554.78
1,1,2,1,0,1,1,8.0,14.7,14805.51
4,3,0,1,0,2,2,11.0,22.3,16641.3
7,2,1,1,3,1,7,11.5,14.5,19666.71
5,3,0,3,3,2,7,11.8,15.8,15393.45
5,3,1,4,2,0,6,7.7,16.1,11536.49
3,0,2,4,3,2,9,13.1,24.4,62323.67
1,2,0,1,1,1,1,16.0,13.5,8123.31
2,2,2,0,2,2,2,11.6,18.5,33211.11
5,2,0,4,0,2,9,8.6,18.9,14759.36
5,3,0,3,0,0,1,14.9,13.7,6683.17
4,1,2,4,0,0,3,4.5,21.9,10914.34
5,3,0,3,0,2,8,6.0,14.0,8052.87
10,2,3,1,3,1,9,7.6,17.8,30858.47
5,0,1,3,2,2,3,7.6,11.0,9799.06
0,2,1,2,2,1,12,6.7,5.2,2809.65
5,2,3,3,3,0,10,6.2,21.1,21908.72
4,2,1,2,0,0,5,7.1,12.8,7099.76
7,3,0,4,1,0,1,15.1,21.5,13541.36
8,1,0,1,0,0,10,7.4,14.7,2702.49
5,0,0,0,0,0,12,7.0,9.9,831.22
9,0,2,2,2,2,8,14.5,24.2,63100.38
3,1,0,2,0,0,12,9.4,12.8,2028.94
2,1,0,0,2,0,8,17.1,9.9,2245.93
9,1,2,4,1,1,3,15.6,23.8,57671.65
0,0,0,1,0,1,3,10.5,10.5,2849.22
6,0,2,0,2,2,5,9.1,15.2,23290.96
4,2,2,2,1,2,12,16.0,21.2,58410.3
3,3,2,1,1,2,4,14.4,7.4,16310.67
8,3,2,1,0,2,10,16.7,11.0,31739.65
6,3,2,0,3,1,8,14.4,8.4,21133.43
9,0,1,1,1,1,6,6.5,19.6,13661.25
7,1,1,3,0,1,9,7.1,10.5,8708.54
3,0,0,1,1,1,4,13.9,18.1,8781.77
9,0,3,2,1,1,7,12.6,20.3,53956.25
9,0,0,0,0,2,4,11.7,5.8,4388.02
7,0,3,3,2,0,9,6.4,18.5,22840.91
3,3,3,1,2,1,5,11.4,7.9,20109.1
0,2,3,3,1,0,10,6.5,5.6,5578.29
10,1,0,0,2,0,3,6.6,18.1,3585.52
7,0,0,2,2,2,4,9.6,12.5,8515.0
0,1,3,3,2,1,1,6.4,6.5,6752.15
2,1,0,0,1,1,2,4.9,7.9,1333.63
6,0,2,4,0,1,5,17.1,24.1,66127.14
2,2,1,2,1,1,1,9.0,11.6,8720.47
7,2,1,4,2,1,7,5.8,16.0,10290.32
4,3,1,3,2,0,2,14.3,7.7,9360.82
2,3,3,0,1,2,6,13.7,7.3,23546.11
4,2,2,3,2,1,12,9.2,14.1,17731.67
4,0,1,3,3,2,10,12.1,23.6,30277.5
7,3,2,4,1,1,1,9.7,16.4,26041.21
8,0,1,3,2,0,8,4.1,6.4,2251.9
5,0,2,2,0,0,12,7.0,11.5,8675.34
9,0,0,2,2,1,1,6.2,8.8,3050.66
2,0,0,3,1,0,2,16.0,8.5,2158.78
1,1,2,3,1,0,7,15.9,10.6,20033.14
10,1,2,2,2,0,12,17.3,9.1,20178.0
2,0,3,2,3,1,2,13.1,20.2,47679.9
8,2,2,3,3,1,6,16.4,7.4,22940.66
6,1,3,1,1,0,7,4.6,20.2,17037.55
10,0,1,2,2,2,1,15.2,18.0,30926.18
10,0,0,1,0,1,5,11.0,14.4,8198.92
8,3,1,1,2,2,6,15.5,9.6,23717.1
5,3,3,4,2,0,5,16.7,7.4,23850.78
7,3,0,2,0,2,2,15.4,23.0,30151.23
9,1,1,2,0,2,8,5.9,23.7,19472.59
10,1,1,2,0,1,2,13.2,19.3,25962.14
8,3,2,2,3,0,10,7.0,21.1,21197.31
2,3,0,4,2,0,10,13.4,11.4,5275.5
6,0,1,4,3,2,8,11.5,13.6,21720.21
8,2,2,0,2,2,11,14.3,24.6,56048.73
1,3,2,4,0,2,10,14.3,21.2,48349.22
6,0,2,2,3,0,1,7.4,6.6,5650.8
4,1,3,1,2,1,9,14.5,12.5,39491.28
7,3,3,2,2,1,12,8.3,13.0,21611.46
3,1,2,2,2,2,1,12.5,12.9,27481.53
0,0,1,1,2,1,5,6.5,16.9,9291.84
10,3,1,1,2,2,4,4.1,8.3,4264.59
9,1,0,3,0,1,7,9.2,16.2,9386.75
7,0,1,4,0,2,4,8.3,7.7,7279.15
5,3,2,0,1,2,8,7.7,15.4,22335.9
7,2,0,4,2,0,10,10.8,12.1,5578.53
2,2,0,4,2,0,9,7.1,10.5,2381.99
7,3,1,0,3,0,7,6.3,17.1,9869.53
7,3,0,1,0,2,5,11.6,22.3,23080.14
